,outputs,nb_plays-0-units-128-ensemble-1-diff,nb_plays-0-units-128-ensemble-2-diff,nb_plays-0-units-128-ensemble-3-diff,nb_plays-0-units-128-ensemble-4-diff,nb_plays-0-units-128-ensemble-5-diff,nb_plays-0-units-128-ensemble-6-diff,nb_plays-0-units-128-ensemble-7-diff,nb_plays-0-units-128-ensemble-8-diff,nb_plays-0-units-128-ensemble-9-diff,nb_plays-0-units-128-ensemble-10-diff,nb_plays-0-units-128-ensemble-11-diff,nb_plays-0-units-128-ensemble-12-diff,nb_plays-0-units-128-ensemble-13-diff,nb_plays-0-units-128-ensemble-14-diff,nb_plays-0-units-128-ensemble-15-diff,nb_plays-0-units-128-ensemble-16-diff,nb_plays-0-units-128-ensemble-17-diff,nb_plays-0-units-128-ensemble-19-diff,lower,higher,average
383,0.818692633,0.731,3.129,-7.273,1.462,9.477,-7.05,3.087,-7.185,6.538,7.548,-11.979,2.23,4.648,-4.241,5.026,-9.479,-4.813,-3.576,-11.979,9.477,-0.651111111
384,0.204508232,0.767,1.767,-1.923,0.66,1.501,-1.353,0.81,-0.323,-1.964,5.521,0.819,1.306,0.432,-0.637,0.287,-2.318,-1.353,-0.759,-2.318,5.521,0.18
385,0.862562947,1.921,1.983,-4.682,0.763,4.194,-6.706,2.8,-3.339,3.493,3.542,-8.065,0.74,2.327,-2.065,2.151,-4.248,-4.528,-1.751,-8.065,4.194,-0.637222222
386,-1.155471512,-2.488,-5.266,8.443,-1.403,-9.097,8.747,-5.523,7.367,-6.372,-9.399,11.284,-2.035,-5.005,4.358,-4.637,10.154,6.714,3.8,-9.399,11.284,0.535666667
387,0.511600433,1.094,3.09,-5.135,0.747,5.936,-5.35,2.832,-5.136,5.795,4.514,-7.087,0.83,3.452,-2.813,3.335,-6.608,-4.17,-2.352,-7.087,5.936,-0.390333333
388,-1.681915284,-5.54,-8.223,14.672,-2.397,-14.021,15.377,-9.07,10.273,-9.22,-14.434,14.639,-3.128,-6.865,6.557,-7.077,14.815,13.286,5.306,-14.434,15.377,0.830555556
389,0.555470747,0.013,3.64,-5.276,0.892,7.064,-3.692,1.9,-6.165,7.143,6.668,-4.736,0.847,3.629,-3.521,4.012,-6.151,-3.467,-2.522,-6.165,7.143,0.015444444
390,0.555470747,1.669,3.389,-4.244,1.081,4.655,-4.081,3.519,-2.242,-1.374,10.255,-3.474,2.217,1.87,-1.76,1.645,-5.902,-3.504,-1.893,-5.902,10.255,0.101444444
391,0.511600433,1.839,1.028,-3.575,0.598,2.159,-4.986,1.292,-1.969,2.864,1.368,-5.833,0.588,1.218,-1.28,1.29,-2.438,-3.657,-1.004,-5.833,2.864,-0.583222222
392,0.730952004,2.338,2.529,-4.074,0.603,3.714,-4.331,2.7,-1.574,-0.34,3.392,-0.785,0.801,1.69,-1.521,1.189,-4.052,-4.445,-1.404,-4.445,3.714,-0.198333333
393,-0.234194911,0.6,-1.931,0.752,-0.278,-2.395,-0.44,-1.408,1.586,-0.495,-3.944,1.615,-0.439,-1.42,1.069,-1.149,2.098,-0.012,0.976,-3.944,2.098,-0.289722222
394,-0.102583968,0.105,0.785,0.637,-0.249,-1.08,1.532,-0.21,1.03,-0.994,-1.233,1.573,-0.481,-0.48,0.521,-0.472,1.208,0.155,0.513,-1.233,1.573,0.158888889
395,-0.979990255,-3.046,-6.642,8.297,-1.403,-8.015,8.102,-6.306,5.094,-3.086,-6.979,12.972,-1.981,-3.847,3.593,-3.704,8.938,7.28,3.156,-8.015,12.972,0.690166667
396,-0.93611994,-4.536,-1.608,7.752,-1.452,-6.049,10.421,-3.301,3.246,-2.076,-8.472,1.754,-2.214,-2.347,2.627,-2.726,6.094,7.815,2.175,-8.472,10.421,0.394611111
397,0.68708169,1.694,4.304,-8.204,1.676,10.238,-8.179,4.954,-7.177,5.858,7.753,-13.235,2.622,4.798,-4.526,5.309,-9.71,-5.795,-3.796,-13.235,10.238,-0.634222222
398,0.292248861,1.793,1.915,-3.289,0.837,2.469,-3.936,2.481,-1.036,-0.908,7.035,-0.057,1.568,0.924,-1.089,0.794,-3.299,-3.099,-1.135,-3.936,7.035,0.109333333
