,inputs,outputs,nb_plays-50-units-128-ensemble-1-predictions,nb_plays-50-units-128-ensemble-2-predictions,nb_plays-50-units-128-ensemble-3-predictions,nb_plays-50-units-128-ensemble-4-predictions,nb_plays-50-units-128-ensemble-5-predictions,nb_plays-50-units-128-ensemble-6-predictions,nb_plays-50-units-128-ensemble-7-predictions,nb_plays-50-units-128-ensemble-8-predictions,nb_plays-50-units-128-ensemble-9-predictions,nb_plays-50-units-128-ensemble-10-predictions,nb_plays-50-units-128-ensemble-11-predictions,nb_plays-50-units-128-ensemble-12-predictions,nb_plays-50-units-128-ensemble-13-predictions,nb_plays-50-units-128-ensemble-14-predictions,nb_plays-50-units-128-ensemble-15-predictions,nb_plays-50-units-128-ensemble-16-predictions,nb_plays-50-units-128-ensemble-17-predictions,nb_plays-50-units-128-ensemble-18-predictions,nb_plays-50-units-128-ensemble-19-predictions,nb_plays-50-units-128-ensemble-20-predictions,,lower,higher
355,3.468,44.136,42.944,45.113,42.511,48.881,44.484,43.374,46.265,48.016,47.647,47.813,39.697,44.626,41.659,41.204,45.496,44.64,44.438,46.209,48.34,46.555,,39.697,48.881
356,6.666,70.017,68.123,66.448,72.14,67.675,69.358,74.718,68.44,68.51,68.572,69.152,66.532,66.928,67.452,72.449,68.121,69.905,66.263,73.15,69.62,68.286,,66.263,74.718
357,-1.565,-5.586,-6.815,-4.908,-8.336,-3.463,-7.375,-4.881,-3.829,-5.419,2.388,-11.877,-3.376,-9.336,-10.637,-2.335,-10.629,-2.286,-2.536,-4.932,0.036,-3.871,,-11.877,2.388
358,14.301,162.49,155.149,153.75,140.3,143.061,151.472,155.864,141.234,158.105,154.558,140.474,139.147,145.888,137.016,131.712,147.547,148.738,157.248,146.651,141.021,143.449,,131.712,162.49
359,-3.721,-32.149,-35.902,-31.514,-28.418,-37.012,-33.952,-35.506,-26.894,-36.718,-34.802,-31.559,-35.695,-35.052,-41.347,-32.411,-35.017,-30.669,-36.486,-34.158,-30.843,-33.427,,-41.347,-26.894
360,0.953,3.042,10.93,13.742,12.442,6.04,10.064,15.501,16.853,8.009,5.292,11.683,5.287,5.487,8.868,0.628,6.351,12.313,7.215,11.146,11.423,8.67,,0.628,16.853
361,7.574,79.622,84.994,80.122,81.503,77.604,82.544,85.135,84.727,81.825,78.897,86.619,84.501,82.938,79.701,82.237,82.812,77.715,80.739,84.137,77.62,81.835,,77.604,86.619
362,4.469,59.626,61.673,57.799,53.085,55.929,59.124,57.711,60.675,61.25,64.052,59.46,55.923,61.452,58.739,52.36,58.188,54.492,56.673,56.54,61.56,55.86,,52.36,64.052
363,7.236,76.594,73.356,69.954,79.468,75.954,75.197,74.219,74.616,75.691,74.13,76.46,70.892,75.22,77.175,70.834,75.729,74.085,74.892,78.06,77.938,75.696,,69.954,79.468
364,0.703,20.76,22.883,23.334,21.55,21.656,22.167,21.178,23.251,21.991,18.083,18.496,19.928,18.752,25.348,16.015,18.063,22.427,25.857,22.402,17.778,28.647,,16.015,28.647
365,2.906,32.948,34.285,36.846,34.062,32.919,37.821,37.633,35.281,31.921,38.355,34.163,35.823,36.467,34.605,34.445,35.474,35.211,36.533,42.353,36.243,36.886,,31.921,42.353
366,3.435,37.426,33.251,39.223,37.16,34.59,34.436,39.793,34.664,33.044,38.67,39.345,36.753,40.521,34.367,38.072,39.803,37.603,37.621,40.973,35.012,38.851,,33.044,40.973
367,11.312,125.663,117.112,121.092,124.053,122.268,121.133,121.863,124.573,119.347,121.493,120.958,125.868,120.771,120.374,119.446,121.953,120.607,120.295,120.841,129.509,123.338,,117.112,129.509
368,7.007,94.197,94.808,94.018,90.649,92.365,90.215,85.935,95.435,93.571,100.101,86.398,99.161,91.502,94.131,85.145,87.527,96.379,89.418,88.814,90.947,93.405,,85.145,100.101
369,7.626,95.659,93.634,83.254,85.185,93.372,86.545,89.215,90.339,88.759,97.977,92.517,92.746,87.936,91.176,81.863,93.005,97.918,83.887,91.979,92.47,89.824,,81.863,97.977
370,0.438,19.082,14.5,17.663,30.802,17.668,18.823,14.912,20.98,22.438,20.192,20.312,15.901,11.715,15.588,15.303,20.756,22.506,15.984,10.326,13.619,22.421,,10.326,30.802
371,8.654,93.439,96.523,98.003,96.826,96.044,96.94,98.554,96.169,93.741,94.872,83.573,103.658,97.999,97.13,101.493,92.408,97.944,97.926,91.869,102.871,97.86,,83.573,103.658
372,5.018,68.497,67.135,68.798,69.03,69.717,72.001,65.61,68.124,72.86,68.633,68.883,69.745,72.305,65.503,67.454,67.991,68.573,62.786,68.806,63.785,77.524,,62.786,77.524
373,10.914,120.76,119.833,129.932,117.646,117.987,117.617,116.986,121.709,117.862,119.612,123.084,119.133,120.801,117.282,117.35,121.21,119.784,113.316,122.603,119.562,116.602,,113.316,129.932
374,14.114,160.18,158.103,143.032,141.242,150.66,161.953,155.66,149.227,164.137,159.548,145.656,154.863,144.046,150.814,158.281,147.31,157.203,162.716,157.787,149.825,156.642,,141.242,164.137
375,2.582,45.501,44.16,53.231,41.697,49.798,45.283,47.646,50.721,43.272,45.734,45.191,43.289,47.739,43.921,49.018,42.202,49.305,47.128,47.25,39.113,41.591,,39.113,53.231
376,2.155,40.234,43.532,46.279,52.426,39.006,38.051,40.033,49.584,41.699,47.879,46.042,47.829,41.869,42.536,42.738,50.115,36.748,41.721,41.518,36.46,41.895,,36.46,52.426
377,-0.067,12.869,8.811,16.214,13.868,13.386,11.715,12.471,11.195,7.267,6.539,17.003,13.916,20.688,10.629,13.263,16.965,6.043,13.443,12.802,12.681,9.912,,6.043,20.688
378,3.6,38.106,36.503,34.535,36.667,30.997,33.013,29.984,31.862,32.849,34.891,35.768,39.473,31.969,31.97,32.227,35.559,37.75,38.276,29.499,32.784,29.775,,29.499,39.473
379,2.47,33.778,29.718,30.828,32.404,29.343,30.127,28.44,27.104,27.845,30.224,28.707,31.678,27.54,29.308,27.171,27.502,28.822,31.41,29.648,29.279,26.855,,26.855,33.778
380,6.237,65.406,63.792,66.529,62.519,60.563,62.413,65.498,64.939,64.227,66.183,66.935,61.424,65.66,63.513,68.742,65.046,68.95,62.184,61.903,61.29,64.987,,60.563,68.95
381,3.773,51.041,51.109,53.144,50.898,47.079,51.161,51.671,48.772,51.486,52.893,51.554,49.31,52.341,47.373,52.029,48.74,53.114,49.624,48.744,47.206,49.869,,47.079,53.144
382,2.742,41.795,35.69,37.736,44.065,36.137,37.498,38.899,38.099,38.381,41.641,41.121,36.256,38.339,34.286,36.559,39.417,35.438,38.379,40.157,38.995,35.169,,34.286,44.065
383,9.923,108.559,110.013,112.043,110.962,110.591,116.832,107.799,105.881,112.987,120.221,112.301,115.499,117.689,113.435,110.562,111.428,113.79,100.694,110.924,118.073,104.856,,100.694,120.221
384,-0.041,13.182,9.637,11.444,16.327,11.145,10.741,11.713,10.148,13.469,8.939,12.776,11.342,11.001,9.917,12.653,9.306,11.289,13.44,11.242,12.631,9.798,,8.939,16.327
385,6.859,72.366,69.918,77.668,75.958,78.938,70.804,71.624,66.521,75.882,65.253,70.638,70.365,81.349,73.019,72.954,79.5,75.926,65.567,75.44,62.827,77.271,,62.827,81.349
386,2.705,42.404,43.555,45.777,51.072,45.125,46.749,40.718,45.097,44.248,43.32,42.424,44.992,51.257,48.385,42.593,46.916,44.697,41.219,40.054,41.274,42.672,,40.054,51.257
387,8.396,90.135,90.655,86.641,85.335,92.277,88.415,85.37,88.65,91.538,92.144,89.552,86.81,90.652,90.548,93.037,92.907,98.895,81.719,88.197,92.626,86.537,,81.719,98.895
388,11.736,130.891,129.146,131.148,128.348,129.159,126.195,134.11,133.365,133.347,134.364,129.018,129.301,131.864,128.999,135.876,125.804,126.788,130.176,131.498,131.96,139.792,,125.804,139.792
389,3.327,54.269,57.059,58.321,56.324,54.802,47.437,66.014,57.567,51.86,60.709,50.427,58.821,58.332,56.531,52.855,49.419,53.672,54.472,52.307,53.406,52.875,,47.437,66.014
390,7.078,80.304,76.737,73.249,77.399,82.569,74.291,82.563,76.859,82.385,76.823,85.411,79.454,81.755,78.97,79.69,78.761,83.18,78.598,76.787,76.184,81.183,,73.249,85.411
391,5.793,74.972,74.569,73.901,77.165,74.212,73.21,74.985,74.891,75.182,73.066,73.337,74.587,76.26,77.488,76.286,73.868,71.247,71.047,72.534,78.164,73.924,,71.047,78.164
392,0.926,25.093,20.633,25.364,30.531,23.661,23.474,27.132,27.516,23.719,19.877,20.839,27.396,20.522,19.881,18.902,19.968,30.484,26.88,23.104,21.003,31.355,,18.902,31.355
393,6.147,65.962,62.949,61.012,60.697,63.044,62.758,60.872,57.079,72.679,61.551,67.802,61.361,64.604,69.441,74.519,66.481,61.462,64.619,63.404,55.244,59.535,,55.244,74.519
394,6.406,68.704,66.958,69.713,63.379,66.16,75.465,76.678,70.31,74.116,73.229,78.469,69.291,71.574,71.107,77.44,72.455,70.422,73.024,72.122,69.335,77.318,,63.379,78.469
395,7.039,75.539,73.491,76.212,75.806,74.613,83.468,82.953,78.257,77.588,81.837,83.043,73.469,75.558,80.768,75.089,84.016,73.941,78.999,83.305,85.477,83.25,,73.469,85.477
396,3.994,56.084,52.531,61.562,60.084,60.618,62.763,59.406,60.772,63.146,59.568,59.336,59.734,61.712,58.088,61.735,61.447,59.15,59.672,59.335,58.951,61.426,,52.531,63.146
397,5.465,62.694,61.94,63.936,66.35,65.355,69.064,66.518,68.708,68.334,66.404,67.697,65.918,70.449,67.349,68.831,68.637,68.11,69.748,66.663,68.276,66.957,,61.94,70.449
398,-0.74,4.579,5.246,5.372,8.967,6.344,2.12,6.293,7.795,5.144,8.805,7.316,2.356,5.983,4.102,9.152,4.313,3.023,9.021,0.13,7.106,2.767,,0.13,9.152
399,3.209,32.536,31.459,28.347,36.056,31.049,31.364,29.949,30.267,30.029,35.627,32.681,34.236,33.608,32.542,36.382,37.213,30.622,34.991,27.857,32.562,28.783,,27.857,37.213
